pub_date	title	venue	excerpt	citation	url_slug	paper_url
2020-06-02	Learning to Branch for Multi-Task Learning	International Conference on Machine Learning (ICML)	 In this work, we present an automated multi-task learning algorithm that learns where to share or branch within a network, designing an effective network topology that is directly optimized for multiple objectives across tasks. 	Guo, Pengsheng, Chen-Yu Lee, and Daniel Ulbricht. "Learning to branch for multi-task learning." International Conference on Machine Learning. PMLR, 2020.	http://proceedings.mlr.press/v119/guo20e/guo20e.pdf
